time_local,time_utc,air_temp_C,data_coverage_air_temp_C,wind_stress_pa,data_coverage_wind_stress_pa,wind_direction_degtrue,data_coverage_wind_direction_degtrue,wind_U_mps,data_coverage_wind_U_mps,wind_V_mps,data_coverage_wind_V_mps,mean_solar_rad_kwpm2,data_coverage_mean_solar_rad_kwpm2,atm_press_mbar,data_coverage_atm_press_mbar,cumulative_rainfall_mm,data_coverage_cumulative_rainfall_mm
2017-01-01 00:00:00,2017-01-01 10:00:00, 26.72, 1.00, 0.0035, 1.00,  27.8, 1.00,  -0.17, 1.00,  -0.31, 1.00,    0.19, 1.00, 1010.58, 1.00, 593.1, 1.00
2017-02-01 00:00:00,2017-02-01 10:00:00, 27.41, 0.97, 0.0048, 0.97,  69.7, 0.97,  -0.44, 0.97,  -0.16, 0.97,    0.20, 0.97, 1011.05, 0.97, 302.5, 0.97
2017-03-01 00:00:00,2017-03-01 10:00:00, 27.49, 1.00, 0.0071, 1.00,  51.6, 1.00,  -0.82, 1.00,  -0.65, 1.00,    0.21, 1.00, 1012.24, 1.00, 250.2, 1.00
2017-04-01 00:00:00,2017-04-01 10:00:00, 27.06, 1.00, 0.0045, 1.00,  58.2, 1.00,  -0.48, 1.00,  -0.30, 1.00,    0.18, 1.00, 1011.34, 1.00, 144.0, 1.00
2017-05-01 00:00:00,2017-05-01 10:00:00, 26.33, 1.00, 0.0073, 1.00,  95.3, 1.00,  -0.78, 1.00,   0.07, 1.00,    0.17, 1.00, 1013.38, 1.00,  28.7, 1.00
2017-06-01 00:00:00,2017-06-01 10:00:00, 26.16, 0.10, 0.0031, 0.10,  86.3, 0.10,  -0.30, 0.10,  -0.02, 0.10,    0.21, 0.08, 1012.29, 0.10,   0.0, 0.10
2009-03-23 00:00:00,2009-03-23 10:00:00, -999, 0.00, -999, 0.00, -999, 0.00, -999, 0.00, -999, 0.00, -999, 0.00, -999, 0.00, -999, 0.00
2017-08-01 00:00:00,2017-08-01 10:00:00, 24.28, 0.98, 0.0104, 0.98, 114.7, 0.98,  -1.20, 0.98,   0.55, 0.98,    0.17, 0.97, 1015.28, 0.98,  98.6, 0.98
2017-09-01 00:00:00,2017-09-01 10:00:00, 24.78, 1.00, 0.0067, 1.00,  99.0, 1.00,  -0.80, 1.00,   0.13, 1.00,    0.20, 1.00, 1015.84, 1.00,  45.5, 1.00
2017-10-01 00:00:00,2017-10-01 10:00:00, 25.10, 1.00, 0.0083, 1.00,  51.1, 1.00,  -0.90, 1.00,  -0.72, 1.00,    0.20, 1.00, 1013.83, 1.00,  91.2, 1.00
2017-11-01 00:00:00,2017-11-01 10:00:00, 26.03, 1.00, 0.0063, 1.00,  45.5, 1.00,  -0.76, 1.00,  -0.74, 1.00,    0.20, 1.00, 1012.15, 1.00, 240.8, 1.00
2017-12-01 00:00:00,2017-12-01 10:00:00, 26.76, 1.00, 0.0037, 1.00,  35.0, 1.00,  -0.32, 1.00,  -0.46, 1.00,    0.20, 1.00, 1010.44, 1.00, 369.3, 1.00
2018-01-01 00:00:00,2018-01-01 10:00:00, 26.94, 1.00, 0.0064, 1.00,  54.4, 1.00,  -0.76, 1.00,  -0.55, 1.00,    0.21, 1.00, 1011.08, 1.00, 271.0, 1.00
2018-02-01 00:00:00,2018-02-01 10:00:00, 26.24, 0.97, 0.0055, 0.97,  19.3, 0.97,  -0.28, 0.97,  -0.80, 0.97,    0.15, 0.97, 1010.60, 0.97, 662.7, 0.97
2018-03-01 00:00:00,2018-03-01 10:00:00, 26.54, 1.00, 0.0066, 1.00,  44.5, 1.00,  -0.70, 1.00,  -0.71, 1.00,    0.22, 1.00, 1012.14, 1.00, 140.2, 1.00
2018-04-01 00:00:00,2018-04-01 10:00:00, 26.25, 1.00, 0.0040, 1.00,  43.7, 1.00,  -0.41, 1.00,  -0.43, 1.00,    0.18, 1.00, 1012.49, 1.00, 146.8, 1.00
2018-05-01 00:00:00,2018-05-01 10:00:00, 25.86, 1.00, 0.0047, 1.00,  52.2, 1.00,  -0.53, 1.00,  -0.41, 1.00,    0.16, 1.00, 1014.23, 1.00,  96.0, 1.00
2018-06-01 00:00:00,2018-06-01 10:00:00, 25.33, 1.00, 0.0048, 1.00,  79.2, 1.00,  -0.60, 1.00,  -0.12, 1.00,    0.16, 1.00, 1014.27, 1.00,  26.7, 1.00
2018-07-01 00:00:00,2018-07-01 10:00:00, 24.80, 1.00, 0.0066, 1.00,  78.3, 1.00,  -0.73, 1.00,  -0.15, 1.00,    0.16, 1.00, 1014.13, 1.00, 198.6, 1.00
2018-08-01 00:00:00,2018-08-01 10:00:00, 24.96, 1.00, 0.0071, 1.00,  69.5, 1.00,  -0.68, 1.00,  -0.25, 1.00,    0.17, 1.00, 1013.91, 1.00,  39.6, 1.00
2018-09-01 00:00:00,2018-09-01 10:00:00, 23.99, 1.00, 0.0054, 1.00, 106.6, 1.00,  -0.59, 1.00,   0.18, 1.00,    0.19, 1.00, 1013.12, 1.00, 157.7, 1.00
2018-10-01 00:00:00,2018-10-01 10:00:00, 24.92, 1.00, 0.0071, 1.00,  71.5, 1.00,  -0.69, 1.00,  -0.23, 1.00,    0.28, 0.05, 1014.56, 1.00,  67.6, 1.00
2018-11-01 00:00:00,2018-11-01 10:00:00, 26.19, 1.00, 0.0067, 1.00,  44.5, 1.00,  -0.63, 1.00,  -0.64, 1.00, -999, 0.00, 1012.48, 1.00,  82.5, 1.00
2018-12-01 00:00:00,2018-12-01 10:00:00, 26.92, 1.00, 0.0063, 1.00,  39.8, 1.00,  -0.64, 1.00,  -0.77, 1.00, -999, 0.00, 1011.57, 1.00, 142.5, 1.00
2019-01-01 00:00:00,2019-01-01 10:00:00, 27.34, 1.00, 0.0092, 1.00,  37.6, 1.00,  -0.85, 1.00,  -1.11, 1.00,    0.20, 0.27, 1011.21, 1.00, 263.7, 1.00
2019-02-01 00:00:00,2019-02-01 10:00:00, 27.22, 0.97, 0.0044, 0.97,  22.0, 0.97,  -0.24, 0.97,  -0.58, 0.97,    0.19, 0.97, 1010.80, 0.97, 197.4, 0.97
2019-03-01 00:00:00,2019-03-01 10:00:00, 27.09, 1.00, 0.0029, 1.00,  63.6, 1.00,  -0.30, 1.00,  -0.15, 1.00,    0.19, 1.00, 1011.08, 1.00, 226.3, 1.00
2019-04-01 00:00:00,2019-04-01 10:00:00, 27.04, 1.00, 0.0033, 1.00, 100.6, 1.00,  -0.43, 1.00,   0.08, 1.00,    0.16, 1.00, 1012.41, 1.00, 245.6, 1.00
2019-05-01 00:00:00,2019-05-01 10:00:00, 26.25, 1.00, 0.0047, 1.00,  54.2, 1.00,  -0.59, 1.00,  -0.42, 1.00,    0.13, 1.00, 1012.98, 1.00, 192.8, 1.00
2019-06-01 00:00:00,2019-06-01 10:00:00, 25.31, 1.00, 0.0051, 1.00, 114.0, 1.00,  -0.74, 1.00,   0.33, 1.00,    0.12, 1.00, 1013.91, 1.00,  76.5, 1.00
2019-07-01 00:00:00,2019-07-01 10:00:00, 24.48, 1.00, 0.0082, 1.00, 101.1, 1.00,  -0.94, 1.00,   0.19, 1.00,    0.13, 1.00, 1014.51, 1.00,  20.8, 1.00
2019-08-01 00:00:00,2019-08-01 10:00:00, 25.08, 1.00, 0.0078, 1.00,  43.1, 1.00,  -0.73, 1.00,  -0.78, 1.00,    0.17, 1.00, 1015.47, 1.00,  15.5, 1.00
2019-09-01 00:00:00,2019-09-01 10:00:00, 24.95, 1.00, 0.0103, 1.00,  94.5, 1.00,  -1.28, 1.00,   0.10, 1.00,    0.18, 1.00, 1015.05, 1.00,  82.5, 1.00
2019-10-01 00:00:00,2019-10-01 10:00:00, 24.92, 1.00, 0.0086, 1.00,  88.2, 1.00,  -0.93, 1.00,  -0.03, 1.00,    0.19, 1.00, 1013.49, 1.00,  18.0, 1.00
2019-11-01 00:00:00,2019-11-01 10:00:00, 26.30, 1.00, 0.0075, 1.00,  44.8, 1.00,  -0.75, 1.00,  -0.75, 1.00,    0.18, 1.00, 1011.37, 1.00, 137.9, 1.00
2019-12-01 00:00:00,2019-12-01 10:00:00, 25.79, 1.00, 0.0050, 1.00,  63.4, 1.00,  -0.53, 1.00,  -0.27, 1.00,    0.14, 1.00, 1011.00, 1.00, 351.5, 1.00
2020-01-01 00:00:00,2020-01-01 10:00:00, 27.02, 0.36, 0.0066, 0.36,  50.8, 0.36,  -0.78, 0.36,  -0.63, 0.36,    0.14, 0.36, 1012.21, 0.36,  14.7, 0.36
2009-10-26 00:00:00,2009-10-26 10:00:00, -999, 0.00, -999, 0.00, -999, 0.00, -999, 0.00, -999, 0.00, -999, 0.00, -999, 0.00, -999, 0.00
2009-11-02 00:00:00,2009-11-02 10:00:00, -999, 0.00, -999, 0.00, -999, 0.00, -999, 0.00, -999, 0.00, -999, 0.00, -999, 0.00, -999, 0.00
2020-04-01 00:00:00,2020-04-01 10:00:00, 27.04, 0.65, 0.0038, 0.65,  88.8, 0.65,  -0.45, 0.65,  -0.01, 0.65,    0.15, 0.65, 1013.24, 0.65,  76.5, 0.65
2020-05-01 00:00:00,2020-05-01 10:00:00, 26.74, 1.00, 0.0049, 1.00,  79.2, 1.00,  -0.55, 1.00,  -0.11, 1.00,    0.14, 1.00, 1014.54, 1.00,  57.1, 1.00
2020-06-01 00:00:00,2020-06-01 10:00:00, 25.26, 1.00, 0.0064, 1.00, 101.2, 1.00,  -0.89, 1.00,   0.18, 1.00,    0.12, 1.00, 1013.12, 1.00, 101.1, 1.00
2020-07-01 00:00:00,2020-07-01 10:00:00, 24.97, 1.00, 0.0084, 1.00,  71.2, 1.00,  -1.01, 1.00,  -0.34, 1.00,    0.12, 1.00, 1014.49, 1.00, 239.8, 1.00
2020-08-01 00:00:00,2020-08-01 10:00:00, 24.86, 1.00, 0.0078, 1.00,  72.6, 1.00,  -0.96, 1.00,  -0.30, 1.00,    0.16, 1.00, 1016.02, 1.00,  26.4, 1.00
2020-09-01 00:00:00,2020-09-01 10:00:00, 25.49, 1.00, 0.0100, 1.00,  49.6, 1.00,  -1.10, 1.00,  -0.94, 1.00,    0.18, 1.00, 1015.92, 1.00,  33.8, 1.00
2020-10-01 00:00:00,2020-10-01 10:00:00, 25.58, 1.00, 0.0094, 1.00,  40.6, 1.00,  -0.91, 1.00,  -1.06, 1.00,    0.17, 1.00, 1013.92, 1.00, 244.6, 1.00
2020-11-01 00:00:00,2020-11-01 10:00:00, 25.87, 0.99, 0.0065, 0.99,  43.5, 0.99,  -0.65, 0.99,  -0.69, 0.99,    0.06, 0.99, 1013.50, 0.99, 351.3, 0.99
2020-12-01 00:00:00,2020-12-01 10:00:00, 26.42, 1.00, 0.0072, 1.00,  53.4, 1.00,  -0.86, 1.00,  -0.64, 1.00,    0.04, 1.00, 1013.59, 1.00, 243.6, 1.00
2021-01-01 00:00:00,2021-01-01 10:00:00, 26.56, 1.00, 0.0085, 1.00,  59.0, 1.00,  -1.08, 1.00,  -0.65, 1.00,    0.06, 1.00, 1013.67, 1.00,  24.1, 1.00
2021-02-01 00:00:00,2021-02-01 10:00:00, 25.88, 0.97, 0.0052, 0.97,  47.3, 0.97,  -0.43, 0.97,  -0.39, 0.97,    0.05, 0.97, 1012.23, 0.97,   4.1, 0.97
2021-03-01 00:00:00,2021-03-01 10:00:00, 26.86, 1.00, 0.0043, 1.00,  57.8, 1.00,  -0.34, 1.00,  -0.21, 1.00,    0.06, 1.00, 1012.12, 1.00, 111.3, 1.00
2021-04-01 00:00:00,2021-04-01 10:00:00, 26.04, 1.00, 0.0050, 1.00,  60.6, 1.00,  -0.53, 1.00,  -0.30, 1.00,    0.06, 1.00, 1012.51, 1.00,  57.9, 1.00
2021-05-01 00:00:00,2021-05-01 10:00:00, 26.32, 1.00, 0.0063, 1.00,  67.0, 1.00,  -0.77, 1.00,  -0.33, 1.00,    0.05, 1.00, 1013.66, 1.00,  35.8, 1.00
2021-06-01 00:00:00,2021-06-01 10:00:00, 26.01, 1.00, 0.0066, 1.00,  62.1, 1.00,  -0.82, 1.00,  -0.44, 1.00,    0.04, 1.00, 1014.85, 1.00,   5.1, 1.00
2021-07-01 00:00:00,2021-07-01 10:00:00, 25.99, 0.58, 0.0103, 0.58,  63.4, 0.58,  -1.35, 0.58,  -0.67, 0.58,    0.04, 0.58, 1015.94, 0.58,   8.4, 0.58
2021-08-01 00:00:00,2021-08-01 10:00:00, 25.00, 0.73, 0.0050, 0.73,  99.6, 0.73,  -0.94, 0.73,   0.16, 0.73,    0.04, 0.73, 972.91, 0.73,  45.0, 0.73
2021-09-01 00:00:00,2021-09-01 10:00:00, 25.10, 1.00, 0.0029, 1.00, 107.8, 1.00,  -0.81, 1.00,   0.26, 1.00,    0.05, 1.00, 920.87, 1.00,  43.2, 1.00
2021-10-01 00:00:00,2021-10-01 10:00:00, 25.29, 1.00, 0.0024, 1.00, 105.8, 1.00,  -0.75, 1.00,   0.21, 1.00,    0.05, 1.00, 938.65, 1.00,  40.9, 1.00
2021-11-01 00:00:00,2021-11-01 10:00:00, 26.03, 1.00, 0.0022, 1.00, 107.9, 1.00,  -0.67, 1.00,   0.22, 1.00,    0.05, 1.00, 995.19, 1.00,  75.7, 1.00
2021-12-01 00:00:00,2021-12-01 10:00:00, 26.61, 1.00, 0.0023, 1.00, 107.0, 1.00,  -0.71, 1.00,   0.22, 1.00,    0.05, 1.00, 1012.80, 1.00, 141.7, 1.00
2022-01-01 00:00:00,2022-01-01 10:00:00, 26.50, 0.29, 0.0004, 1.00, 104.0, 1.00,  -0.14, 1.00,   0.04, 1.00,    0.04, 1.00, 1012.05, 1.00,  15.7, 1.00
2022-02-01 00:00:00,2022-02-01 10:00:00, -39.94, 0.13, 0.0035, 0.30, 176.7, 0.30,  -0.01, 0.30,   0.25, 0.30,    0.10, 0.30, 1014.68, 0.30,   5.6, 0.30
2022-03-01 00:00:00,2022-03-01 10:00:00, -40.00, 1.00, 0.0068, 1.00, 237.2, 1.00,   0.44, 1.00,   0.28, 1.00,    0.15, 1.00, 1014.11, 1.00,  15.5, 1.00
2022-04-01 00:00:00,2022-04-01 10:00:00, -40.00, 1.00, 0.0057, 1.00, 331.4, 1.00,   0.31, 1.00,  -0.57, 1.00,    0.13, 1.00, 1013.77, 1.00, 180.3, 1.00
2022-05-01 00:00:00,2022-05-01 10:00:00, -40.00, 0.98, 0.0041, 0.98, 320.8, 0.98,   0.23, 0.98,  -0.28, 0.98,    0.11, 0.98, 1014.35, 0.98,  54.1, 0.98
2022-06-01 00:00:00,2022-06-01 10:00:00, -40.00, 0.99, 0.0046, 0.99, 256.1, 0.99,   0.12, 0.99,   0.03, 0.99,    0.10, 0.99, 1015.71, 0.99,  15.0, 0.99
2022-07-01 00:00:00,2022-07-01 10:00:00, -40.00, 0.96, 0.0051, 0.96, 290.6, 0.96,   1.39, 0.96,  -0.52, 0.96,    0.12, 0.96, 1015.62, 0.96,  47.2, 0.96
2022-08-01 00:00:00,2022-08-01 10:00:00, -40.00, 0.96, 0.0061, 0.96, 291.1, 0.96,   1.50, 0.96,  -0.58, 0.96,    0.14, 0.96, 1015.60, 0.96,   0.0, 0.96
2022-09-01 00:00:00,2022-09-01 10:00:00, -40.00, 1.00, 0.0059, 1.00, 291.0, 1.00,   1.51, 1.00,  -0.58, 1.00,    0.16, 1.00, 1016.99, 1.00,   0.3, 1.00
2022-10-01 00:00:00,2022-10-01 10:00:00, -40.00, 0.99, 0.0051, 0.99, 290.8, 0.99,   1.35, 0.99,  -0.51, 0.99,    0.14, 0.99, 1015.27, 0.99,  43.2, 0.99
2022-11-01 00:00:00,2022-11-01 10:00:00, -40.00, 1.00, 0.0042, 1.00, 291.1, 1.00,   1.22, 1.00,  -0.47, 1.00,    0.13, 1.00, 1012.47, 1.00,  37.8, 1.00
2022-12-01 00:00:00,2022-12-01 10:00:00, -40.00, 0.99, 0.0062, 0.99, 291.4, 0.99,   1.59, 0.99,  -0.62, 0.99,    0.15, 0.99, 1013.28, 0.99, 219.2, 0.99
2023-01-01 00:00:00,2023-01-01 10:00:00, -40.00, 1.00, 0.0042, 1.00, 291.4, 1.00,   1.29, 1.00,  -0.50, 1.00,    0.10, 1.00, 1013.10, 1.00, 316.5, 1.00
2023-02-01 00:00:00,2023-02-01 10:00:00, -40.00, 0.81, 0.0045, 0.81, 291.4, 0.81,   1.29, 0.81,  -0.51, 0.81,    0.00, 0.81, 1012.31, 0.81,  48.3, 0.81
2023-03-01 00:00:00,2023-03-01 10:00:00, -40.00, 0.77, 0.0032, 0.77, 291.4, 0.77,   1.06, 0.77,  -0.42, 0.77,    0.00, 0.77, 1012.19, 0.77,  13.0, 0.77
2023-04-01 00:00:00,2023-04-01 10:00:00, -40.00, 1.00, 0.0032, 1.00, 291.5, 1.00,   1.10, 1.00,  -0.43, 1.00,    0.00, 1.00, 1011.69, 1.00, 104.1, 1.00
2023-05-01 00:00:00,2023-05-01 10:00:00, -40.00, 1.00, 0.0039, 1.00, 291.5, 1.00,   1.21, 1.00,  -0.48, 1.00,    0.00, 1.00, 1012.56, 1.00,  38.1, 1.00
2023-06-01 00:00:00,2023-06-01 10:00:00, -40.00, 0.97, 0.0053, 0.97, 291.5, 0.97,   1.40, 0.97,  -0.55, 0.97,    0.00, 0.97, 1014.29, 0.97,   6.3, 0.97
2023-07-01 00:00:00,2023-07-01 10:00:00, -40.00, 0.59, 0.0071, 0.59, 291.5, 0.59,   1.74, 0.59,  -0.68, 0.59,    0.00, 0.59, 1014.44, 0.59,  23.4, 0.59
2023-08-01 00:00:00,2023-08-01 10:00:00, -40.00, 1.00, 0.0055, 1.00, 291.5, 1.00,   1.47, 1.00,  -0.58, 1.00,    0.00, 1.00, 1014.96, 1.00,  26.9, 1.00
2023-09-01 00:00:00,2023-09-01 10:00:00, -40.00, 1.00, 0.0082, 1.00, 291.5, 1.00,   1.86, 1.00,  -0.73, 1.00,    0.00, 1.00, 1014.00, 1.00,   6.3, 1.00
2023-10-01 00:00:00,2023-10-01 10:00:00, -40.00, 1.00, 0.0068, 1.00, 291.5, 1.00,   1.60, 1.00,  -0.63, 1.00,    0.00, 1.00, 1014.98, 1.00, 159.3, 1.00
2023-11-01 00:00:00,2023-11-01 10:00:00, -40.00, 0.99, 0.0056, 0.99, 291.5, 0.99,   1.47, 0.99,  -0.58, 0.99,    0.00, 0.99, 1012.03, 0.99,  19.6, 0.99
2023-12-01 00:00:00,2023-12-01 10:00:00, -40.00, 0.99, 0.0049, 0.99, 291.5, 0.99,   1.35, 0.99,  -0.53, 0.99,    0.00, 0.99, 1011.16, 0.99,  21.8, 0.99
2024-01-01 00:00:00,2024-01-01 10:00:00, -40.00, 0.68, 0.0046, 0.68, 291.3, 0.68,   1.32, 0.68,  -0.52, 0.68,    0.00, 0.68, 1012.04, 0.68,   0.0, 0.68
