"","Date","Run.Number","Start.Time","Stop.Time","Chamber","Channel","Position","Species","colony_id","Plug.ID","Site","Vol.L","pH.mV","Temp.C","Salinity.chamber","TA.Start.Time","TA.Stop.Time","Notes","titration.run","TA","Mass","Salinity.lab","sample.type","surface.area.cm2","corrected_salinity","Ta.norm","Ta.norm_initial_avg","delta.TA.blank","start.time","stop.time","deltaTA","timediff","umol.cm2.hr","timepoint"
"71","20200107","8","17:24","18:58","4","4","11","Acropora","ACR-364","ACR-364","3",0.61,NA,28.14,36.67,"17:17","19:08","","data/1_calcification/raw_files/TA_Output_20220309_Run2_PutnamTitrations_PutnamLab.csv",2341.162352,60.528,40.86,"Sample",24.0942497190821,38.05,2657.21926952,2670.05308167806,-77.9459791378299,2022-04-04 17:17:00,2022-04-04 19:08:00,90.7797912958858,111,0.0105907878141935,"timepoint1"
"72","20200107","8","17:24","18:58","5","5","3","Acropora","ACR-368","ACR-368","3",0.61,NA,28.49,36.6,"17:08","19:02","","data/1_calcification/raw_files/TA_Output_20220310_Run1_PutnamTitrations_PutnamLab.csv",2330.21079639068,60.478,41.49,"Sample",17.4940620089191,38.15,2685.56794284026,2670.05308167806,-77.9459791378299,2022-04-04 17:08:00,2022-04-04 19:02:00,62.4311179756264,114,0.00976744719939918,"timepoint1"
"73","20200107","8","17:24","18:58","6","6","5","Pocillopora","POC-391","POC-391","3",0.6,NA,28.48,36.75,"17:23","19:00","","data/1_calcification/raw_files/TA_Output_20220310_Run1_PutnamTitrations_PutnamLab.csv",2323.87908399899,59.986,41.93,"Sample",48.0633524559901,38.48,2706.67361089105,2670.05308167806,-77.9459791378299,2022-04-04 17:23:00,2022-04-04 19:00:00,41.3254499248392,97,0.0027203744349166,"timepoint1"
"74","20200107","8","17:24","18:58","7","7","6","Porites","POR-341","POR-341","3",0.6,NA,28.36,36.95,"17:06","18:58","","data/1_calcification/raw_files/TA_Output_20220323_Run3_PutnamLab.csv",2334.405553,56.833,38.21,"Sample",10.5464959982211,38.21,2477.71211611472,2670.05308167806,-77.9459791378299,2022-04-04 17:06:00,2022-04-04 18:58:00,270.286944701163,112,0.0702256459521675,"timepoint1"
"75","20200107","8","17:24","18:58","8","8","2","Pocillopora","POC-394","POC-394","3",0.61,NA,28.48,36.6,"17:09","19:03","","data/1_calcification/raw_files/TA_Output_20220309_Run2_PutnamTitrations_PutnamLab.csv",2349.667415,60.258,40.3,"Sample",27.2206544238962,38.12,2630.32213401389,2670.05308167806,-77.9459791378299,2022-04-04 17:09:00,2022-04-04 19:03:00,117.676926801997,114,0.0118321421256166,"timepoint1"
"77","20200107","8","17:24","18:58","10","10","8","Porites","POR-357","POR-357","3",0.595,NA,28.27,36.59,"17:15","19:12","","data/1_calcification/raw_files/TA_Output_20220309_Run2_PutnamTitrations_PutnamLab.csv",2320.556035,60.547,40.81,"Sample",12.9781441019653,37.88,2630.60810523194,2670.05308167806,-77.9459791378299,2022-04-04 17:15:00,2022-04-04 19:12:00,117.390955583941,117,0.0235287463510177,"timepoint1"
"79","20200108","9","11:55","13:29","3","3","10","Porites","POR-354","POR-354","3",0.6,NA,28.5,36.85,"11:42","13:30","","data/1_calcification/raw_files/TA_Output_20220323_Run1_PutnamLab.csv",2289.354204,51.392,37.96,"Sample",42.5052996474318,37.96,2413.99682177333,2683.80360978021,233.208298387985,2022-04-04 11:42:00,2022-04-04 13:30:00,36.5984896188888,108,0.00244677037600007,"timepoint1"
"80","20200108","9","11:55","13:29","4","4","5","Porites","POR-385","POR-387","3",0.605,NA,27.83,36.74,"11:49","13:37","","data/1_calcification/raw_files/TA_Output_20220318_Run3_PutnamLab.csv",2305.253205,51.915,37.46,"Sample",12.6307658014305,37.46,2398.744029425,2683.80360978021,233.208298387985,2022-04-04 11:49:00,2022-04-04 13:37:00,51.8512819672223,108,0.0117627014140833,"timepoint1"
"81","20200108","9","11:55","13:29","5","5","6","Pocillopora","POC-366","POC-366","3",0.605,NA,27.85,36.62,"11:53","13:36","","data/1_calcification/raw_files/TA_Output_20220323_Run1_PutnamLab.csv",2305.238458,51.215,37.3,"Sample",114.75998615869,37.3,2388.48318009444,2683.80360978021,233.208298387985,2022-04-04 11:53:00,2022-04-04 13:36:00,62.1121312977784,103,0.00162610929600254,"timepoint1"
"82","20200108","9","11:55","13:29","6","6","2","Acropora","ACR-396","ACR-396","3",0.6,NA,27.75,36.7,"11:47","13:41","","data/1_calcification/raw_files/TA_Output_20220322_Run4_PutnamLab.csv",2298.18116907455,54.322,37.22,"Sample",34.515598735129,37.22,2376.06397535985,2683.80360978021,233.208298387985,2022-04-04 11:47:00,2022-04-04 13:41:00,74.5313360323685,114,0.00581320357623455,"timepoint1"
"83","20200108","9","11:55","13:29","7","7","3","Pocillopora","POC-372","POC-372","3",0.61,NA,27.66,36.73,"11:45","13:40","","data/1_calcification/raw_files/TA_Output_20220318_Run3_PutnamLab.csv",2318.105858,51.839,37.24,"Sample",25.8311412217566,37.24,2397.95172644222,2683.80360978021,233.208298387985,2022-04-04 11:45:00,2022-04-04 13:40:00,52.6435849499999,115,0.00552941893465885,"timepoint1"
"84","20200108","9","11:55","13:29","8","8","4","Acropora","ACR-390","ACR-390","3",0.605,NA,27.8,36.63,"11:50","13:39","","data/1_calcification/raw_files/TA_Output_20220323_Run1_PutnamLab.csv",2313.380275,52.575,37.38,"Sample",25.1363846206868,37.38,2402.05985220833,2683.80360978021,233.208298387985,2022-04-04 11:50:00,2022-04-04 13:39:00,48.5354591838891,109,0.00548189666170335,"timepoint1"
"85","20200108","9","11:55","13:29","9","9","11","Pocillopora","POC-346","POC-346","3",0.605,NA,28.52,36.97,"11:43","13:33","","data/1_calcification/raw_files/TA_Output_20220323_Run1_PutnamLab.csv",2311.970584,45.69,37.33,"Sample",40.4210298442223,37.33,2397.38505279778,2683.80360978021,233.208298387985,2022-04-04 11:43:00,2022-04-04 13:33:00,53.2102585944444,110,0.00370336333754291,"timepoint1"
"86","20200108","10","16:55","18:25","1","1","11","Porites","POR-365","POR-365","3",0.605,NA,28.4,36.63,"16:42","18:36","","data/1_calcification/raw_files/TA_Output_20220323_Run2_PutnamLab.csv",2317.11089465117,50.306,37.66,"Sample",13.7354287971314,37.66,2423.9554525712,2431.59588903091,-46.2036305492347,2022-04-04 16:42:00,2022-04-04 18:36:00,53.8440670089522,114,0.010641229151144,"timepoint1"
"87","20200108","10","16:55","18:25","2","2","7","Porites","POR-349","POR-349","3",0.605,NA,28.3,36.86,"16:39","18:29","","data/1_calcification/raw_files/TA_Output_20220323_Run1_PutnamLab.csv",2313.139043,50.982,37.91,"Sample",19.8909722826099,37.91,2435.86392000361,2431.59588903091,-46.2036305492347,2022-04-04 16:39:00,2022-04-04 18:29:00,41.9355995765368,110,0.00593109898463007,"timepoint1"
"88","20200108","10","16:55","18:25","3","3","12","Acropora","ACR-374","ACR-374","3",0.61,NA,28.43,36.65,"16:44","18:38","","data/1_calcification/raw_files/TA_Output_20220323_Run2_PutnamLab.csv",2308.43032366482,50.484,37.65,"Sample",28.7143811161963,37.65,2414.23338016612,2431.59588903091,-46.2036305492347,2022-04-04 16:44:00,2022-04-04 18:38:00,63.5661394140234,114,0.0060589448220741,"timepoint1"
"89","20200108","10","16:55","18:25","4","4","1","Porites","POR-338","POR-338","3",0.56,NA,28.12,36.63,"16:53","18:41","","data/1_calcification/raw_files/TA_Output_20220323_Run1_PutnamLab.csv",2264.61331,50.293,37.65,"Sample",29.8642032909667,37.65,2368.40808670833,2431.59588903091,-46.2036305492347,2022-04-04 16:53:00,2022-04-04 18:41:00,109.391432871814,108,0.00971498842130889,"timepoint1"
"91","20200108","10","16:55","18:25","6","6","5","Porites","POR-367","POR-367","3",0.59,NA,28.05,36.67,"16:52","18:43","","data/1_calcification/raw_files/TA_Output_20220323_Run2_PutnamLab.csv",2324.75938872029,50.397,37.55,"Sample",17.990812978684,37.55,2424.85319573464,2431.59588903091,-46.2036305492347,2022-04-04 16:52:00,2022-04-04 18:43:00,52.9463238455119,111,0.00800128414723104,"timepoint1"
"92","20200108","10","16:55","18:25","7","7","10","Pocillopora","POC-359","POC-359","3",0.61,NA,28.42,36.6,"16:41","18:34","","data/1_calcification/raw_files/TA_Output_20220323_Run3_PutnamLab.csv",2329.67509,50.059,37.62,"Sample",26.3417873235429,37.62,2434.51046905,2431.59588903091,-46.2036305492347,2022-04-04 16:41:00,2022-04-04 18:34:00,43.289050530148,113,0.00453763805023396,"timepoint1"
"93","20200108","10","16:55","18:25","8","8","2","Pocillopora","POC-386","POC-386","3",0.6,NA,28,36.65,"16:51","18:45","","data/1_calcification/raw_files/TA_Output_20220323_Run2_PutnamLab.csv",2343.08793406359,49.01,37.94,"Sample",29.9406265170845,37.94,2469.35433939924,2431.59588903091,-46.2036305492347,2022-04-04 16:51:00,2022-04-04 18:45:00,8.44518018090866,114,0.000759346635594546,"timepoint1"
"94","20200108","10","16:55","18:25","9","9","8","Pocillopora","POC-375","POC-375","3",0.61,NA,28.51,36.81,"16:44","18:31","","data/1_calcification/raw_files/TA_Output_20220323_Run2_PutnamLab.csv",2320.4523638623,50.271,37.57,"Sample",33.0461885238664,37.57,2421.64986973074,2431.59588903091,-46.2036305492347,2022-04-04 16:44:00,2022-04-04 18:31:00,56.1496498494084,107,0.00495470008990211,"timepoint1"
"95","20200108","10","16:55","18:25","10","10","6","Acropora","ACR-351","ACR-351","3",0.6,NA,28.52,36.8,"16:54","18:33","","data/1_calcification/raw_files/TA_Output_20220323_Run2_PutnamLab.csv",2306.23493419559,48.197,37.32,"Sample",21.4576484180222,37.32,2390.79688178276,2431.59588903091,-46.2036305492347,2022-04-04 16:54:00,2022-04-04 18:33:00,87.0026377973859,99,0.012569325953974,"timepoint1"
"97","20200109","11","17:50","19:23","2","2","5","Acropora","ACR-180","ACR-180","1",0.615,NA,28.36,36.87,"17:44","19:25","","data/1_calcification/raw_files/TA_Output_20220322_Run3_PutnamLab.csv",2323.09432119375,50.718,38.2,"Sample",15.3646330266401,38.2,2465.06119637781,2424.00488213167,-18.4481265954141,2022-04-04 17:44:00,2022-04-04 19:25:00,-22.6081876507319,101,0,"timepoint1"
"98","20200109","11","17:50","19:23","3","3","8","Acropora","ACR-150","ACR-150","1",0.605,NA,28.22,36.92,"17:43","19:38","","data/1_calcification/raw_files/TA_Output_20220322_Run4_PutnamLab.csv",2293.27016276278,46.331,37.93,"Sample",32.3062727437271,37.93,2416.21492426645,2424.00488213167,-18.4481265954141,2022-04-04 17:43:00,2022-04-04 19:38:00,26.23808446063,115,0.00218548808351293,"timepoint1"
"99","20200109","11","17:50","19:23","4","4","9","Pocillopora","POC-40","POC-40","1",0.61,NA,28.31,36.65,"17:44","19:35","","data/1_calcification/raw_files/TA_Output_20220323_Run1_PutnamLab.csv",2336.42257,48.12,37.75,"Sample",26.0465157680882,37.75,2449.99866715278,2424.00488213167,-18.4481265954141,2022-04-04 17:44:00,2022-04-04 19:35:00,-7.54565842569718,111,0,"timepoint1"
"100","20200109","11","17:50","19:23","5","5","6","Porites","POR-80","POR-80","1",0.61,NA,28.18,37,"17:44","19:23","","data/1_calcification/raw_files/TA_Output_20220322_Run4_PutnamLab.csv",2339.53290545511,48.432,37.83,"Sample",13.1205692051847,37.83,2458.45916148241,2424.00488213167,-18.4481265954141,2022-04-04 17:44:00,2022-04-04 19:23:00,-16.0061527553303,99,0,"timepoint1"
"101","20200109","11","17:50","19:23","6","6","11","Acropora","ACR-51","ACR-51","1",0.61,NA,28.41,36.63,"17:44","19:32","","data/1_calcification/raw_files/TA_Output_20220322_Run3_PutnamLab.csv",2323.50066248607,49.59,37.84,"Sample",18.3972455903098,37.84,2442.25736301314,2424.00488213167,-18.4481265954141,2022-04-04 17:44:00,2022-04-04 19:32:00,0.195645713945396,108,3.07233982074539e-05,"timepoint1"
"102","20200109","11","17:50","19:23","7","7","12","Pocillopora","POC-44","POC-44","1",0.61,NA,28.36,36.62,"17:43","19:34","","data/1_calcification/raw_files/TA_Output_20220322_Run4_PutnamLab.csv",2387.20571489955,48.055,38.71,"Sample",26.8281169442918,38.71,2566.9092562156,2424.00488213167,-18.4481265954141,2022-04-04 17:43:00,2022-04-04 19:34:00,-124.456247488518,111,0,"timepoint1"
"103","20200109","11","17:50","19:23","8","8","2","Pocillopora","POC-42","POC-42","1",0.605,NA,28.31,36.66,"17:44","19:29","","data/1_calcification/raw_files/TA_Output_20220322_Run4_PutnamLab.csv",2319.72445796617,48.979,37.82,"Sample",54.4203753557787,37.82,2436.99941667446,2424.00488213167,-18.4481265954141,2022-04-04 17:44:00,2022-04-04 19:29:00,5.45359205262093,105,0.00029534718018507,"timepoint1"
"104","20200109","11","17:50","19:23","9","9","10","Porites","POR-70","POR-70","1",0.59,NA,28.43,36.67,"17:43","19:31","","data/1_calcification/raw_files/TA_Output_20220322_Run4_PutnamLab.csv",2342.65016602143,47.102,41.18,"Sample",26.5675832188906,41.18,2679.73149546562,2424.00488213167,-18.4481265954141,2022-04-04 17:43:00,2022-04-04 19:31:00,-237.278486738544,108,0,"timepoint1"
"105","20200109","11","17:50","19:23","10","10","3","Porites","POR-76","POR-76","1",0.595,NA,28.38,36.62,"17:44","19:27","","data/1_calcification/raw_files/TA_Output_20220322_Run4_PutnamLab.csv",2314.69551865192,51.649,37.55,"Sample",17.0042586051649,37.55,2414.35602014943,2424.00488213167,-18.4481265954141,2022-04-04 17:44:00,2022-04-04 19:27:00,28.0969885776481,103,0.0048823336249458,"timepoint1"
"106","20200110","12","12:01","13:31","1","1","8","Acropora","ACR-176","ACR-176","1",0.6,NA,28.92,36.83,"11:58","13:40","","data/1_calcification/raw_files/TA_Output_20220322_Run2_PutnamLab.csv",2243.91881635924,51.99,36.98,"Sample",51.5927159894246,36.98,2305.0032730268,2421.15569279482,-45.2853037149303,2022-04-04 11:58:00,2022-04-04 13:40:00,161.437723482953,102,0.00941484881411835,"timepoint1"
"107","20200110","12","12:01","13:31","2","2","5","Acropora","ACR-140","ACR-140","1",0.61,NA,27.9,36.67,"11:58","13:42","","data/1_calcification/raw_files/TA_Output_20220322_Run3_PutnamLab.csv",2295.45644060238,50.685,37.73,"Sample",24.4346804536063,37.73,2405.76587510911,2421.15569279482,-45.2853037149303,2022-04-04 11:58:00,2022-04-04 13:42:00,60.675121400644,104,0.00744982590490552,"timepoint1"
"108","20200110","12","12:01","13:31","3","3","10","Porites","POR-69","POR-69","1",0.61,NA,28.86,36.83,"11:58","13:36","","data/1_calcification/raw_files/TA_Output_20220322_Run2_PutnamLab.csv",2280.55526142572,53.379,37.18,"Sample",13.8257471552705,37.18,2355.30679499467,2421.15569279482,-45.2853037149303,2022-04-04 11:58:00,2022-04-04 13:36:00,111.134201515076,98,0.0255922530094312,"timepoint1"
"109","20200110","12","12:01","13:31","4","4","12","Pocillopora","POC-47","POC-47","1",0.6,NA,28.76,36.89,"11:59","13:32","","data/1_calcification/raw_files/TA_Output_20220322_Run3_PutnamLab.csv",2293.71725528827,52.933,38.18,"Sample",58.1303756054913,38.18,2432.61457796961,2421.15569279482,-45.2853037149303,2022-04-04 11:59:00,2022-04-04 13:32:00,33.8264185401349,93,0.00192029003803478,"timepoint1"
"111","20200110","12","12:01","13:31","6","6","11","Porites","POR-78","POR-78","1",0.595,NA,28.84,36.76,"11:58","13:35","","data/1_calcification/raw_files/TA_Output_20220322_Run3_PutnamLab.csv",2245.37962119199,52.171,38.14,"Sample",25.8901955328476,38.14,2378.85496534062,2421.15569279482,-45.2853037149303,2022-04-04 11:58:00,2022-04-04 13:35:00,87.5860311691249,97,0.0106142762494146,"timepoint1"
"112","20200110","12","12:01","13:31","7","7","1","Porites","POR-75","POR-75","1",0.605,NA,27.92,36.61,"11:58","13:47","","data/1_calcification/raw_files/TA_Output_20220322_Run2_PutnamLab.csv",2246.50921338846,49.872,37.2,"Sample",15.7363278082125,37.2,2321.39285383474,2421.15569279482,-45.2853037149303,2022-04-04 11:58:00,2022-04-04 13:47:00,145.048142675008,109,0.0261687689614168,"timepoint1"
"113","20200110","12","12:01","13:31","8","8","9","Acropora","ACR-193","ACR-193","1",0.61,NA,28.9,36.95,"11:58","13:38","","data/1_calcification/raw_files/TA_Output_20220322_Run3_PutnamLab.csv",2288.35922725745,51.965,37.87,"Sample",27.0365439246127,37.87,2407.22677600666,2421.15569279482,-45.2853037149303,2022-04-04 11:58:00,2022-04-04 13:38:00,59.2142205030937,100,0.00683361196674749,"timepoint1"
"114","20200110","12","12:01","13:31","9","9","6","Pocillopora","POC-56","POC-56","1",0.605,NA,27.87,36.77,"11:59","13:43","","data/1_calcification/raw_files/TA_Output_20220322_Run2_PutnamLab.csv",2323.02740398152,51.709,37.21,"Sample",17.7337530362881,37.21,2401.1069361709,2421.15569279482,-45.2853037149303,2022-04-04 11:59:00,2022-04-04 13:43:00,65.334060338851,104,0.0109624257937447,"timepoint1"
"115","20200110","12","12:01","13:31","10","10","3","Pocillopora","POC-48","POC-48","1",0.6,NA,27.86,36.72,"11:58","13:45","","data/1_calcification/raw_files/TA_Output_20220322_Run3_PutnamLab.csv",2292.89801443444,51.152,38.12,"Sample",30.6041190711061,38.12,2427.92423084002,2421.15569279482,-45.2853037149303,2022-04-04 11:58:00,2022-04-04 13:45:00,38.5167656697263,107,0.00360979915672917,"timepoint1"
"116","20200110","13","16:44","18:15","1","1","2","Acropora","ACR-139","ACR-139","1",0.605,NA,28.45,36.72,"16:39","18:33","","data/1_calcification/raw_files/TA_Output_20220322_Run1_PutnamLab.csv",2319.51331878506,50.256,37.17,"Sample",16.9973110391541,37.17,2394.89750164557,2455.65875206716,17.1622338279381,2022-04-04 16:39:00,2022-04-04 18:33:00,43.599016593646,114,0.00696293968408514,"timepoint1"
"117","20200110","13","16:44","18:15","2","2","11","Porites","POR-81","POR-81","1",0.61,NA,28.02,36.84,"16:39","18:23","","data/1_calcification/raw_files/TA_Output_20220322_Run1_PutnamLab.csv",2314.74675015653,50.735,37.34,"Sample",11.6094735978579,37.34,2400.90676807902,2455.65875206716,17.1622338279381,2022-04-04 16:39:00,2022-04-04 18:23:00,37.5897501601976,104,0.00971402115079379,"timepoint1"
"118","20200110","13","16:44","18:15","3","3","9","Porites","POR-71","POR-71","1",0.6,NA,28,36.8,"16:39","18:25","","data/1_calcification/raw_files/TA_Output_20220322_Run1_PutnamLab.csv",2314.37709873477,50.08,37.9,"Sample",19.1580040684813,37.9,2436.52477894577,2455.65875206716,17.1622338279381,2022-04-04 16:39:00,2022-04-04 18:25:00,1.97173929344945,106,0.000297982152710304,"timepoint1"
"120","20200110","13","16:44","18:15","5","5","5","Pocillopora","POC-43","POC-43","1",0.605,NA,28.44,36.78,"16:44","18:29","","data/1_calcification/raw_files/TA_Output_20220322_Run2_PutnamLab.csv",2309.73417233133,50.101,37.4,"Sample",31.2363475780797,37.4,2399.55716792199,2455.65875206716,17.1622338279381,2022-04-04 16:44:00,2022-04-04 18:29:00,38.9393503172282,105,0.00367400859669982,"timepoint1"
"121","20200110","13","16:44","18:15","6","6","6","Porites","POR-79","POR-79","1",0.575,NA,28.38,36.84,"16:40","18:31","","data/1_calcification/raw_files/TA_Output_20220322_Run1_PutnamLab.csv",2258.19395002119,51.79,37.07,"Sample",31.4030891623363,37.07,2325.3124924246,2455.65875206716,17.1622338279381,2022-04-04 16:40:00,2022-04-04 18:31:00,113.184025814623,111,0.00954999774104642,"timepoint1"
"122","20200110","13","16:44","18:15","7","7","4","Acropora","ACR-187","ACR-187","1",0.61,NA,28.47,36.78,"16:39","18:27","","data/1_calcification/raw_files/TA_Output_20220322_Run1_PutnamLab.csv",2292.28378888548,51.731,37.3,"Sample",36.1378553986271,37.3,2375.06070348412,2455.65875206716,17.1622338279381,2022-04-04 16:39:00,2022-04-04 18:27:00,63.4358147550984,108,0.0050713532641012,"timepoint1"
"123","20200110","13","16:44","18:15","8","8","12","Pocillopora","POC-52","POC-52","1",0.595,NA,27.88,36.98,"16:39","18:18","","data/1_calcification/raw_files/TA_Output_20220322_Run1_PutnamLab.csv",2310.93540302089,49.71,37.44,"Sample",44.3429308572613,37.44,2403.37281914173,2455.65875206716,17.1622338279381,2022-04-04 16:39:00,2022-04-04 18:18:00,35.1236990974949,99,0.00243502409263657,"timepoint1"
"124","20200110","13","16:44","18:15","9","9","3","Pocillopora","POC-41","POC-41","1",0.6,NA,28.41,36.67,"16:39","18:34","","data/1_calcification/raw_files/TA_Output_20220322_Run2_PutnamLab.csv",2306.66837416542,49.607,37.28,"Sample",58.3631190668498,37.28,2388.6832496913,2455.65875206716,17.1622338279381,2022-04-04 16:39:00,2022-04-04 18:34:00,49.8132685479186,115,0.00227774757963389,"timepoint1"
"125","20200110","13","16:44","18:15","10","10","10","Acropora","ACR-190","ACR-190","1",0.6,NA,28.06,36.78,"16:39","18:21","","data/1_calcification/raw_files/TA_Output_20220322_Run1_PutnamLab.csv",2316.44093405702,50.497,37.64,"Sample",19.1892681155294,37.64,2421.96768771962,2455.65875206716,17.1622338279381,2022-04-04 16:39:00,2022-04-04 18:21:00,16.5288305196032,102,0.00259167436098275,"timepoint1"
"126","20200111","14","10:36","12:19","1","1","8","Pocillopora","POC-55","POC-55","1",0.605,NA,28.53,36.7,"10:32","12:25","","data/1_calcification/raw_files/TA_Output_20220318_Run3_PutnamLab.csv",2324.540473,48.309,37.62,"Sample",30.4408512698547,37.62,2429.144794285,2432.65108021861,39.8722986688886,2022-04-04 10:32:00,2022-04-04 12:25:00,-36.3660127352773,113,0,"timepoint1"
"127","20200111","14","10:36","12:19","2","2","12","Porites","POR-73","POR-73","1",0.605,NA,28.65,36.69,"10:32","12:22","","data/1_calcification/raw_files/TA_Output_20220318_Run3_PutnamLab.csv",2347.306811,49.319,37.22,"Sample",16.8757286339669,37.22,2426.85443070611,2432.65108021861,39.8722986688886,2022-04-04 10:32:00,2022-04-04 12:22:00,-34.0756491563884,110,0,"timepoint1"
"129","20200111","14","10:36","12:19","4","4","10","Acropora","ACR-145","ACR-145","1",0.61,NA,28.29,37.22,"10:34","12:19","","data/1_calcification/raw_files/TA_Output_20220318_Run3_PutnamLab.csv",2328.402144,48.758,37.49,"Sample",12.6724511974947,37.49,2424.77212162667,2432.65108021861,39.8722986688886,2022-04-04 10:34:00,2022-04-04 12:19:00,-31.9933400769446,105,0,"timepoint1"
"130","20200111","14","10:36","12:19","5","5","2","Pocillopora","POC-53","POC-53","1",0.61,NA,28.82,36.75,"10:31","12:31","","data/1_calcification/raw_files/TA_Output_20220318_Run3_PutnamLab.csv",2331.141662,50.319,37.6,"Sample",26.0499895510936,37.6,2434.74795808889,2432.65108021861,39.8722986688886,2022-04-04 10:31:00,2022-04-04 12:31:00,-41.9691765391663,120,0,"timepoint1"
"131","20200111","14","10:36","12:19","6","6","5","Acropora","ACR-185","ACR-185","1",0.605,NA,28.75,36.76,"10:30","12:27","","data/1_calcification/raw_files/TA_Output_20220321_Run1_PutnamLab.csv",2287.787892,51.132,36.84,"Sample",15.5313746108969,36.84,2341.16960948,2432.65108021861,39.8722986688886,2022-04-04 10:30:00,2022-04-04 12:27:00,51.6091720697227,117,0.00878885193770193,"timepoint1"
"132","20200111","14","10:36","12:19","7","7","9","Porites","POR-74","POR-74","1",0.59,NA,28.46,36.79,"10:32","12:24","","data/1_calcification/raw_files/TA_Output_20220321_Run1_PutnamLab.csv",2226.30763,49.906,37.42,"Sample",20.9713187972734,37.42,2314.12309762778,2432.65108021861,39.8722986688886,2022-04-04 10:32:00,2022-04-04 12:24:00,78.6556839219447,112,0.0101061094278023,"timepoint1"
"133","20200111","14","10:36","12:19","8","8","3","Acropora","ACR-165","ACR-165","1",0.605,NA,28.81,36.78,"10:31","12:32","","data/1_calcification/raw_files/TA_Output_20220318_Run3_PutnamLab.csv",2292.710047,51.182,37.55,"Sample",14.607348331474,37.55,2391.42395180139,2432.65108021861,39.8722986688886,2022-04-04 10:31:00,2022-04-04 12:32:00,1.35482974833394,121,0.000237207808202818,"timepoint1"
"134","20200111","14","10:36","12:19","9","9","1","Pocillopora","POC-57","POC-57","1",0.59,NA,28.79,36.78,"10:30","12:29","","data/1_calcification/raw_files/TA_Output_20220318_Run3_PutnamLab.csv",2397.208815,43.858,38.71,"Sample",42.1231835168433,38.71,2577.6653674625,2432.65108021861,39.8722986688886,2022-04-04 10:30:00,2022-04-04 12:29:00,-184.886585912777,119,0,"timepoint1"
"135","20200111","14","10:36","12:19","10","10","6","Porites","POR-82","POR-82","1",0.595,NA,28.75,36.76,"10:31","12:28","","data/1_calcification/raw_files/TA_Output_20220318_Run3_PutnamLab.csv",2290.741874,52.039,37.24,"Sample",12.008958643473,37.24,2369.64520521556,2432.65108021861,39.8722986688886,2022-04-04 10:31:00,2022-04-04 12:28:00,23.1335763341672,117,0.00501088193947428,"timepoint1"
"136","20200111","15","15:28","17:01","1","1","5","Porites","POR-83","POR-83","1",0.585,NA,27.77,36.77,"15:24","17:11","","data/1_calcification/raw_files/TA_Output_20220321_Run1_PutnamLab.csv",2242.810693,50.659,37.42,"Sample",15.5383221769076,37.42,2331.27711477944,2465.18179051792,-21.0883977170834,2022-04-04 15:24:00,2022-04-04 17:11:00,154.993073455556,107,0.027894969743221,"timepoint1"
"137","20200111","15","15:28","17:01","2","2","9","Acropora","ACR-186","ACR-186","1",0.615,NA,28.53,36.72,"15:22","17:09","","data/1_calcification/raw_files/TA_Output_20220321_Run2_PutnamLab.csv",2321.955582,50.424,37.75,"Sample",25.6852423355319,37.75,2434.82842279167,2465.18179051792,-21.0883977170834,2022-04-04 15:22:00,2022-04-04 17:09:00,51.4417654433337,107,0.0058880186021436,"timepoint1"
"138","20200111","15","15:28","17:01","3","3","3","Porites","POR-77","POR-77","1",0.605,NA,27.73,36.68,"15:22","17:12","","data/1_calcification/raw_files/TA_Output_20220321_Run2_PutnamLab.csv",2320.291905,51.663,37.72,"Sample",13.860484985324,37.72,2431.15029601667,2465.18179051792,-21.0883977170834,2022-04-04 15:22:00,2022-04-04 17:12:00,55.1198922183335,110,0.0111876342673013,"timepoint1"
"139","20200111","15","15:28","17:01","4","4","1","Pocillopora","POC-68","POC-68","1",0.61,NA,27.74,36.71,"15:23","17:14","","data/1_calcification/raw_files/TA_Output_20220321_Run1_PutnamLab.csv",2323.625063,49.396,36.2,"Sample",25.396918346088,36.2,2336.53409112778,2465.18179051792,-21.0883977170834,2022-04-04 15:23:00,2022-04-04 17:14:00,149.736097107222,111,0.0165728798033541,"timepoint1"
"140","20200111","15","15:28","17:01","5","5","8","Pocillopora","POC-50","POC-50","1",0.605,NA,28.61,36.66,"15:20","17:07","","data/1_calcification/raw_files/TA_Output_20220321_Run1_PutnamLab.csv",2325.356043,50.158,36.24,"Sample",42.6511985336564,36.24,2340.85841662,2465.18179051792,-21.0883977170834,2022-04-04 15:20:00,2022-04-04 17:07:00,145.411771615,107,0.00986019629726789,"timepoint1"
"141","20200111","15","15:28","17:01","5","5","8","Pocillopora","POC-50","POC-50","1",0.605,NA,28.61,36.66,"15:20","17:07","","data/1_calcification/raw_files/TA_Output_20220321_Run2_PutnamLab.csv",2326.660695,49.114,37.5,"Sample",42.6511985336564,37.5,2423.604890625,2465.18179051792,-21.0883977170834,2022-04-04 15:20:00,2022-04-04 17:07:00,62.6652976099999,107,0.00424925801122399,"timepoint1"
"142","20200111","15","15:28","17:01","6","6","2","Pocillopora","POC-45","POC-45","1",0.6,NA,27.82,36.65,"15:23","17:14","","data/1_calcification/raw_files/TA_Output_20220321_Run1_PutnamLab.csv",2331.343095,49.453,37.63,"Sample",25.0217497815103,37.63,2436.90112957917,2465.18179051792,-21.0883977170834,2022-04-04 15:23:00,2022-04-04 17:14:00,49.3690586558332,111,0.00545520504684414,"timepoint1"
