sample_name,fastq_fwd_file_name,fastq_rev_file_name,sample_type,host_phylum,host_class,host_order,host_family,host_genus,host_species,collection_latitude,collection_longitude,collection_date,collection_depth
ACR_390_TP4,ACR-390-TP4_S97_L001_R1_001.fastq.gz,ACR-390-TP4_S97_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,acroporidae,acropora,pulchra,-17.4815,-149.84908,20201031,2
ACR_393_TP1,ACR-393-TP1_S258_L001_R1_001.fastq.gz,ACR-393-TP1_S258_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,acroporidae,acropora,pulchra,-17.4815,-149.84908,20200106,2
ACR_393_TP2,ACR-393-TP2_S45_L001_R1_001.fastq.gz,ACR-393-TP2_S45_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,acroporidae,acropora,pulchra,-17.4815,-149.84908,20200304,2
ACR_393_TP4,ACR-393-TP4_S112_L001_R1_001.fastq.gz,ACR-393-TP4_S112_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,acroporidae,acropora,pulchra,-17.4815,-149.84908,20201031,2
ACR_396_TP1,ACR-396-TP1_S257_L001_R1_001.fastq.gz,ACR-396-TP1_S257_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,acroporidae,acropora,pulchra,-17.4815,-149.84908,20200106,2
ACR_396_TP2,ACR-396-TP2_S40_L001_R1_001.fastq.gz,ACR-396-TP2_S40_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,acroporidae,acropora,pulchra,-17.4815,-149.84908,20200304,2
ACR_398_TP4,ACR-398-TP4_S107_L001_R1_001.fastq.gz,ACR-398-TP4_S107_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,acroporidae,acropora,pulchra,-17.4815,-149.84908,20201031,2
ACR_51_TP1,ACR-51-TP1_S266_L001_R1_001.fastq.gz,ACR-51-TP1_S266_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,acroporidae,acropora,pulchra,-17.476872,-149.80594,20200110,2
ACR_51_TP2,ACR-51-TP2_S33_L001_R1_001.fastq.gz,ACR-51-TP2_S33_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,acroporidae,acropora,pulchra,-17.476872,-149.80594,20200305,2
POC_200_TP1,POC-200-TP1_S150_L001_R1_001.fastq.gz,POC-200-TP1_S150_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4871,-149.88766,20200103,2
POC_200_TP2,POC-200-TP2_S474_L001_R1_001.fastq.gz,POC-200-TP2_S474_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4871,-149.88766,20200303,2
POC_200_TP3,POC-200-TP3_S395_L001_R1_001.fastq.gz,POC-200-TP3_S395_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4871,-149.88766,20200910,2
POC_200_TP4,POC-200-TP4_S195_L001_R1_001.fastq.gz,POC-200-TP4_S195_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4871,-149.88766,20201030,2
POC_201_TP2a,POC-201-TP2a_S78_L001_R1_001.fastq.gz,POC-201-TP2a_S78_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4871,-149.88766,20200303,2
POC_201_TP2b,POC-201-TP2b_S164_L001_R1_001.fastq.gz,POC-201-TP2b_S164_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4871,-149.88766,20200303,2
POC_201_TP3,POC-201-TP3_S298_L001_R1_001.fastq.gz,POC-201-TP3_S298_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4871,-149.88766,20200910,2
POC_205_TP1,POC-205-TP1_S159_L001_R1_001.fastq.gz,POC-205-TP1_S159_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4871,-149.88766,20200103,2
POC_205_TP3,POC-205-TP3_S306_L001_R1_001.fastq.gz,POC-205-TP3_S306_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4871,-149.88766,20200910,2
POC_205_TP4,POC-205-TP4_S207_L001_R1_001.fastq.gz,POC-205-TP4_S207_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4871,-149.88766,20201030,2
POC_207_TP2,POC-207-TP2_S73_L001_R1_001.fastq.gz,POC-207-TP2_S73_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4871,-149.88766,20200303,2
POC_207_TP3,POC-207-TP3_S294_L001_R1_001.fastq.gz,POC-207-TP3_S294_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4871,-149.88766,20200910,2
POC_207_TP4,POC-207-TP4_S210_L001_R1_001.fastq.gz,POC-207-TP4_S210_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4871,-149.88766,20201030,2
POC_215_TP2,POC-215-TP2_S94_L001_R1_001.fastq.gz,POC-215-TP2_S94_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4871,-149.88766,20200303,2
POC_217_TP1,POC-217-TP1_S156_L001_R1_001.fastq.gz,POC-217-TP1_S156_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4871,-149.88766,20200103,2
POC_219_TP1,POC-219-TP1_S158_L001_R1_001.fastq.gz,POC-219-TP1_S158_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4871,-149.88766,20200103,2
POC_219_TP2,POC-219-TP2_S75_L001_R1_001.fastq.gz,POC-219-TP2_S75_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4871,-149.88766,20200303,2
POC_219_TP3,POC-219-TP3_S312_L001_R1_001.fastq.gz,POC-219-TP3_S312_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4871,-149.88766,20200910,2
POC_219_TP4,POC-219-TP4_S194_L001_R1_001.fastq.gz,POC-219-TP4_S194_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4871,-149.88766,20201030,2
POC_222_TP1,POC-222-TP1_S180_L001_R1_001.fastq.gz,POC-222-TP1_S180_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4871,-149.88766,20200103,2
POC_222_TP2,POC-222-TP2_S226_L001_R1_001.fastq.gz,POC-222-TP2_S226_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4871,-149.88766,20200303,2
POC_222_TP3,POC-222-TP3_S414_L001_R1_001.fastq.gz,POC-222-TP3_S414_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4871,-149.88766,20200910,2
POC_222_TP4,POC-222-TP4_S198_L001_R1_001.fastq.gz,POC-222-TP4_S198_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4871,-149.88766,20201030,2
POC_234_TP2,POC-234-TP2_S68_L001_R1_001.fastq.gz,POC-234-TP2_S68_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,NA,NA,NA,2
POC_238_TP1,POC-238-TP1_S179_L001_R1_001.fastq.gz,POC-238-TP1_S179_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4871,-149.88766,20200103,2
POC_238_TP2,POC-238-TP2_S88_L001_R1_001.fastq.gz,POC-238-TP2_S88_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4871,-149.88766,20200303,2
POC_238_TP3,POC-238-TP3_S313_L001_R1_001.fastq.gz,POC-238-TP3_S313_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4871,-149.88766,20200910,2
POC_238_TP4,POC-238-TP4_S221_L001_R1_001.fastq.gz,POC-238-TP4_S221_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4871,-149.88766,20201030,2
POC_239_TP1,POC-239-TP1_S174_L001_R1_001.fastq.gz,POC-239-TP1_S174_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4871,-149.88766,20200103,2
POC_239_TP3,POC-239-TP3_S419_L001_R1_001.fastq.gz,POC-239-TP3_S419_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4871,-149.88766,20200910,2
POC_239_TP4,POC-239-TP4_S209_L001_R1_001.fastq.gz,POC-239-TP4_S209_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4871,-149.88766,20201030,2
POC_240_TP3,POC-240-TP3_S420_L001_R1_001.fastq.gz,POC-240-TP3_S420_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,NA,NA,NA,2
POC_248_TP1,POC-248-TP1_S178_L001_R1_001.fastq.gz,POC-248-TP1_S178_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4871,-149.88766,20200103,2
POC_248_TP2,POC-248-TP2_S91_L001_R1_001.fastq.gz,POC-248-TP2_S91_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4871,-149.88766,20200303,2
POC_248_TP3,POC-248-TP3_S301_L001_R1_001.fastq.gz,POC-248-TP3_S301_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4871,-149.88766,20200910,2
POC_248_TP4,POC-248-TP4_S218_L001_R1_001.fastq.gz,POC-248-TP4_S218_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4871,-149.88766,20201030,2
POC_25_TP2,POC-25-TP2_S84_L001_R1_001.fastq.gz,POC-25-TP2_S84_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,NA,NA,NA,2
POC_254_TP1,POC-254-TP1_S169_L001_R1_001.fastq.gz,POC-254-TP1_S169_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4871,-149.88766,20200103,2
POC_254_TP2,POC-254-TP2_S64_L001_R1_001.fastq.gz,POC-254-TP2_S64_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4871,-149.88766,20200303,2
POC_254_TP3,POC-254-TP3_S442_L001_R1_001.fastq.gz,POC-254-TP3_S442_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4871,-149.88766,20200910,2
POC_254_TP4,POC-254-TP4_S204_L001_R1_001.fastq.gz,POC-254-TP4_S204_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4871,-149.88766,20201030,2
POC_255_TP1,POC-255-TP1_S162_L001_R1_001.fastq.gz,POC-255-TP1_S162_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4871,-149.88766,20200103,2
POC_255_TP2,POC-255-TP2_S92_L001_R1_001.fastq.gz,POC-255-TP2_S92_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4871,-149.88766,20200303,2
POC_255_TP3,POC-255-TP3_S403_L001_R1_001.fastq.gz,POC-255-TP3_S403_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4871,-149.88766,20200910,2
POC_255_TP4,POC-255-TP4_S237_L001_R1_001.fastq.gz,POC-255-TP4_S237_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4871,-149.88766,20201030,2
POC_257_TP2,POC-257-TP2_S220_L001_R1_001.fastq.gz,POC-257-TP2_S220_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4871,-149.88766,20200303,2
POC_257_TP3,POC-257-TP3_S311_L001_R1_001.fastq.gz,POC-257-TP3_S311_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4871,-149.88766,20200910,2
POC_257_TP4,POC-257-TP4_S225_L001_R1_001.fastq.gz,POC-257-TP4_S225_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4871,-149.88766,20201030,2
POC_259_TP1,POC-259-TP1_S177_L001_R1_001.fastq.gz,POC-259-TP1_S177_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4871,-149.88766,20200103,2
POC_259_TP2,POC-259-TP2_S66_L001_R1_001.fastq.gz,POC-259-TP2_S66_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4871,-149.88766,20200303,2
POC_259_TP3,POC-259-TP3_S289_L001_R1_001.fastq.gz,POC-259-TP3_S289_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4871,-149.88766,20200910,2
POC_259_TP4,POC-259-TP4_S214_L001_R1_001.fastq.gz,POC-259-TP4_S214_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4871,-149.88766,20201030,2
POC_295_TP4,POC-295-TP4_S197_L001_R1_001.fastq.gz,POC-295-TP4_S197_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,NA,NA,NA,2
POC_346_TP1,POC-346-TP1_S145_L001_R1_001.fastq.gz,POC-346-TP1_S145_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4815,-149.84908,20200106,2
POC_346_TP2,POC-346-TP2_S86_L001_R1_001.fastq.gz,POC-346-TP2_S86_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4815,-149.84908,20200304,2
POC_346_TP4,POC-346-TP4_S314_L001_R1_001.fastq.gz,POC-346-TP4_S314_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4815,-149.84908,20201031,2
POC_358_TP1,POC-358-TP1_S149_L001_R1_001.fastq.gz,POC-358-TP1_S149_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4815,-149.84908,20200106,2
POC_358_TP2,POC-358-TP2_S223_L001_R1_001.fastq.gz,POC-358-TP2_S223_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4815,-149.84908,20200304,2
POC_358_TP3,POC-358-TP3_S297_L001_R1_001.fastq.gz,POC-358-TP3_S297_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4815,-149.84908,20200908,2
POC_358_TP4,POC-358-TP4_S196_L001_R1_001.fastq.gz,POC-358-TP4_S196_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4815,-149.84908,20201031,2
POC_359_TP1,POC-359-TP1_S108_L001_R1_001.fastq.gz,POC-359-TP1_S108_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4815,-149.84908,20200106,2
POC_359_TP2,POC-359-TP2_S82_L001_R1_001.fastq.gz,POC-359-TP2_S82_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4815,-149.84908,20200304,2
POC_359_TP3,POC-359-TP3_S424_L001_R1_001.fastq.gz,POC-359-TP3_S424_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4815,-149.84908,20200908,2
POC_359_TP4,POC-359-TP4_S215_L001_R1_001.fastq.gz,POC-359-TP4_S215_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4815,-149.84908,20201031,2
POC_366_TP1,POC-366-TP1_S153_L001_R1_001.fastq.gz,POC-366-TP1_S153_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4815,-149.84908,20200106,2
POC_366_TP2,POC-366-TP2_S83_L001_R1_001.fastq.gz,POC-366-TP2_S83_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4815,-149.84908,20200304,2
POC_366_TP3,POC-366-TP3_S315_L001_R1_001.fastq.gz,POC-366-TP3_S315_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4815,-149.84908,20200908,2
POC_366_TP4,POC-366-TP4_S212_L001_R1_001.fastq.gz,POC-366-TP4_S212_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4815,-149.84908,20201031,2
POC_369_TP1,POC-369-TP1_S157_L001_R1_001.fastq.gz,POC-369-TP1_S157_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4815,-149.84908,20200106,2
POC_369_TP4,POC-369-TP4_S200_L001_R1_001.fastq.gz,POC-369-TP4_S200_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4815,-149.84908,20201031,2
POC_371_TP1,POC-371-TP1_S173_L001_R1_001.fastq.gz,POC-371-TP1_S173_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4815,-149.84908,20200106,2
POC_371_TP2,POC-371-TP2_S69_L001_R1_001.fastq.gz,POC-371-TP2_S69_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4815,-149.84908,20200304,2
POC_371_TP3,POC-371-TP3_S293_L001_R1_001.fastq.gz,POC-371-TP3_S293_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4815,-149.84908,20200908,2
POC_371_TP4,POC-371-TP4_S236_L001_R1_001.fastq.gz,POC-371-TP4_S236_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4815,-149.84908,20201031,2
POC_372_TP1,POC-372-TP1_S168_L001_R1_001.fastq.gz,POC-372-TP1_S168_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4815,-149.84908,20200106,2
POC_372_TP2,POC-372-TP2_S89_L001_R1_001.fastq.gz,POC-372-TP2_S89_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4815,-149.84908,20200304,2
POC_372_TP3,POC-372-TP3_S290_L001_R1_001.fastq.gz,POC-372-TP3_S290_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4815,-149.84908,20200908,2
POC_372_TP4,POC-372-TP4_S199_L001_R1_001.fastq.gz,POC-372-TP4_S199_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4815,-149.84908,20201031,2
POC_373_TP1,POC-373-TP1_S190_L001_R1_001.fastq.gz,POC-373-TP1_S190_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4815,-149.84908,20200106,2
POC_373_TP2,POC-373-TP2_S74_L001_R1_001.fastq.gz,POC-373-TP2_S74_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4815,-149.84908,20200304,2
POC_373_TP3,POC-373-TP3_S427_L001_R1_001.fastq.gz,POC-373-TP3_S427_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4815,-149.84908,20200908,2
POC_373_TP4,POC-373-TP4_S227_L001_R1_001.fastq.gz,POC-373-TP4_S227_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4815,-149.84908,20201031,2
POC_375_TP1,POC-375-TP1_S191_L001_R1_001.fastq.gz,POC-375-TP1_S191_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4815,-149.84908,20200106,2
POC_375_TP2,POC-375-TP2_S373_L001_R1_001.fastq.gz,POC-375-TP2_S373_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4815,-149.84908,20200304,2
POC_375_TP3,POC-375-TP3_S317_L001_R1_001.fastq.gz,POC-375-TP3_S317_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4815,-149.84908,20200908,2
POC_375_TP4,POC-375-TP4_S235_L001_R1_001.fastq.gz,POC-375-TP4_S235_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4815,-149.84908,20201031,2
POC_377_TP1,POC-377-TP1_S176_L001_R1_001.fastq.gz,POC-377-TP1_S176_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4815,-149.84908,20200106,2
POC_377_TP2,POC-377-TP2_S76_L001_R1_001.fastq.gz,POC-377-TP2_S76_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4815,-149.84908,20200304,2
POC_377_TP3,POC-377-TP3_S295_L001_R1_001.fastq.gz,POC-377-TP3_S295_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4815,-149.84908,20200908,2
POC_377_TP4,POC-377-TP4_S233_L001_R1_001.fastq.gz,POC-377-TP4_S233_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4815,-149.84908,20201031,2
POC_378_TP1,POC-378-TP1_S166_L001_R1_001.fastq.gz,POC-378-TP1_S166_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4815,-149.84908,20200106,2
POC_378_TP2,POC-378-TP2_S59_L001_R1_001.fastq.gz,POC-378-TP2_S59_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4815,-149.84908,20200304,2
POC_378_TP3,POC-378-TP3_S304_L001_R1_001.fastq.gz,POC-378-TP3_S304_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4815,-149.84908,20200908,2
POC_378_TP4,POC-378-TP4_S202_L001_R1_001.fastq.gz,POC-378-TP4_S202_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4815,-149.84908,20201031,2
POC_386_TP1,POC-386-TP1_S160_L001_R1_001.fastq.gz,POC-386-TP1_S160_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4815,-149.84908,20200106,2
POC_386_TP2,POC-386-TP2_S238_L001_R1_001.fastq.gz,POC-386-TP2_S238_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4815,-149.84908,20200304,2
POC_386_TP3,POC-386-TP3_S448_L001_R1_001.fastq.gz,POC-386-TP3_S448_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4815,-149.84908,20200908,2
POC_386_TP4,POC-386-TP4_S228_L001_R1_001.fastq.gz,POC-386-TP4_S228_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4815,-149.84908,20201031,2
POC_391_TP1,POC-391-TP1_S146_L001_R1_001.fastq.gz,POC-391-TP1_S146_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4815,-149.84908,20200106,2
POC_391_TP2,POC-391-TP2_S62_L001_R1_001.fastq.gz,POC-391-TP2_S62_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4815,-149.84908,20200304,2
POC_391_TP3,POC-391-TP3_S305_L001_R1_001.fastq.gz,POC-391-TP3_S305_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4815,-149.84908,20200908,2
POC_391_TP4,POC-391-TP4_S193_L001_R1_001.fastq.gz,POC-391-TP4_S193_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4815,-149.84908,20201031,2
POC_394_TP1,POC-394-TP1_S171_L001_R1_001.fastq.gz,POC-394-TP1_S171_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4815,-149.84908,20200106,2
